"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"InventoryUpdateModel","InventoryUpdateModel","","","",0,*,"","","","null {[]} {[]}
","Enables a party to provide information on inventory levels and inventory changes.","This is the logical model for the Inventory Change notification - an information about a change of items being added or removed from a given inventory position. This is to be typically used in differential inventory updates (e.g. ""Since last time, the following items have been consumed"") or to register items added or subtracted (e.g. ""The following 2 items were just discarded and should be deducted from inventory "")","","","","","","","","","",,,,,"",,,,"Element",0,*,"","","n/a"
"InventoryUpdateModel.id","InventoryUpdateModel.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"InventoryUpdateModel.extension","InventoryUpdateModel.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InventoryUpdateModel.identifier","InventoryUpdateModel.identifier","","","",0,1,"","","","Identifier {[]} {[]}
","Unique identification of the inventory report","Unique identification of the inventory report","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.identifier",0,1,"",""
"InventoryUpdateModel.countType","InventoryUpdateModel.countType","","","",0,1,"","","","code {[]} {[]}
","The type of counting - whether it is a manual counting, automated data capture, estimate..","The type of counting - whether it is a manual counting, automated data capture, estimate..","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.countType",0,1,"",""
"InventoryUpdateModel.operationType","InventoryUpdateModel.operationType","","","",1,1,"","","","code {[]} {[]}
","The type of operation - add/subtract","The type of operation - add/subtract","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.operationType",1,1,"",""
"InventoryUpdateModel.operationTypeReason[x]","InventoryUpdateModel.operationTypeReason[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[]}","The reason or detail for the change. For example a new reception","The reason or detail for the change. For example a new reception","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.operationTypeReason[x]",1,1,"",""
"InventoryUpdateModel.reportDateTime","InventoryUpdateModel.reportDateTime","","","",0,1,"","","","dateTime {[]} {[]}
","Date and time of finalization of the report","Date and time of finalization of the report","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.reportDateTime",0,1,"",""
"InventoryUpdateModel.reporter","InventoryUpdateModel.reporter","","","",0,1,"","","","Reference {[]} {[]}
","Person or entity that creates the report","Person or entity that creates the report","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.reporter",0,1,"",""
"InventoryUpdateModel.reportingPeriod","InventoryUpdateModel.reportingPeriod","","","",0,1,"","","","Period {[]} {[]}
","The period the inventory changes report to","The period the inventory changes report to","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.reportingPeriod",0,1,"",""
"InventoryUpdateModel.inventoryListing","InventoryUpdateModel.inventoryListing","","","",0,*,"","","","BackboneElement {[]} {[]}
","Contains the inventory listings","Contains the inventory listings","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.inventoryListing",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InventoryUpdateModel.inventoryListing.id","InventoryUpdateModel.inventoryListing.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"InventoryUpdateModel.inventoryListing.extension","InventoryUpdateModel.inventoryListing.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InventoryUpdateModel.inventoryListing.modifierExtension","InventoryUpdateModel.inventoryListing.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InventoryUpdateModel.inventoryListing.location","InventoryUpdateModel.inventoryListing.location","","","",0,1,"","","","Reference {[]} {[]}
","Identification of the site where the items are/were located","Identification of the site where the items are/were located","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.inventoryListing.location",0,1,"",""
"InventoryUpdateModel.inventoryListing.status","InventoryUpdateModel.inventoryListing.status","","","",0,1,"","","","CodeableConcept {[]} {[]}
","The inventory status of a set of items (of the same type)","The inventory status of a set of items (of the same type)","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.inventoryListing.status",0,1,"",""
"InventoryUpdateModel.inventoryListing.items","InventoryUpdateModel.inventoryListing.items","","","",0,*,"","","","BackboneElement {[]} {[]}
","The inventory items","The inventory items","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.inventoryListing.items",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InventoryUpdateModel.inventoryListing.items.id","InventoryUpdateModel.inventoryListing.items.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"InventoryUpdateModel.inventoryListing.items.extension","InventoryUpdateModel.inventoryListing.items.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InventoryUpdateModel.inventoryListing.items.modifierExtension","InventoryUpdateModel.inventoryListing.items.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"InventoryUpdateModel.inventoryListing.items.category","InventoryUpdateModel.inventoryListing.items.category","","","",0,*,"","","","code {[]} {[]}
","The category of the inventory items","The category of the inventory items","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.inventoryListing.items.category",0,*,"",""
"InventoryUpdateModel.inventoryListing.items.quantity","InventoryUpdateModel.inventoryListing.items.quantity","","","",0,1,"","","","Quantity {[]} {[]}
","Quantity of items","Quantity of items","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.inventoryListing.items.quantity",0,1,"",""
"InventoryUpdateModel.inventoryListing.items.item","InventoryUpdateModel.inventoryListing.items.item","","","",0,1,"","","","BackboneElement {[]} {[]}
","An item or set of items (of the same type and status)","An item or set of items (of the same type and status)","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.inventoryListing.items.item",0,1,"",""
"InventoryUpdateModel.inventoryListing.countingDateTime","InventoryUpdateModel.inventoryListing.countingDateTime","","","",0,1,"","","","dateTime {[]} {[]}
","The time that the changes in this listing actually occurred","The time that the changes in this listing actually occurred","","","","","","","","","",,,,,"",,,,"InventoryUpdateModel.inventoryListing.countingDateTime",0,1,"",""
