"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"InventoryChangeModel","InventoryChangeModel","","","",0,*,"","","","null {[]} {[]}
","Enables a party to provide information on inventory levels and inventory changes.","This is the logical model for the Inventory Change notification - an information about a change of items being added or removed from a given inventory position. This is to be typically used in differential inventory updates (e.g. ""Since last time, the following items have been consumed"") or to register items added or subtracted (e.g. ""The following 2 items were just discarded and should be deducted from inventory "")","","","","","","","","","",,,,,"",,,,"Element",0,*,"","","n/a"
"InventoryChangeModel.id","InventoryChangeModel.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"InventoryChangeModel.extension","InventoryChangeModel.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"InventoryChangeModel.identifier","InventoryChangeModel.identifier","","","",0,1,"","","","Identifier {[]} {[]}
","Unique identification of the inventory report","Unique identification of the inventory report","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.identifier",0,1,"",""
"InventoryChangeModel.countType","InventoryChangeModel.countType","","","",0,1,"","","","code {[]} {[]}
","The type of counting - whether it is a manual counting, automated data capture, estimate..","The type of counting - whether it is a manual counting, automated data capture, estimate..","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.countType",0,1,"",""
"InventoryChangeModel.operationType","InventoryChangeModel.operationType","","","",1,1,"","","","code {[]} {[]}
","The type of operation - add/subtract","The type of operation - add/subtract","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.operationType",1,1,"",""
"InventoryChangeModel.operationTypeReason[x]","InventoryChangeModel.operationTypeReason[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[]}","The reason or detail for the change. For example a new reception","The reason or detail for the change. For example a new reception","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.operationTypeReason[x]",1,1,"",""
"InventoryChangeModel.reportDateTime","InventoryChangeModel.reportDateTime","","","",0,1,"","","","dateTime {[]} {[]}
","Date and time of finalization of the report","Date and time of finalization of the report","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.reportDateTime",0,1,"",""
"InventoryChangeModel.reporter","InventoryChangeModel.reporter","","","",0,1,"","","","Reference {[]} {[]}
","Person or entity that creates the report","Person or entity that creates the report","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.reporter",0,1,"",""
"InventoryChangeModel.reportingPeriod","InventoryChangeModel.reportingPeriod","","","",0,1,"","","","Period {[]} {[]}
","The period the inventory changes report to","The period the inventory changes report to","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.reportingPeriod",0,1,"",""
"InventoryChangeModel.inventoryListing","InventoryChangeModel.inventoryListing","","","",0,*,"","","","BackboneElement {[]} {[]}
","Contains the inventory listings","Contains the inventory listings","","","","","","","","","",,,,,"",,,,"InventoryChangeModel.inventoryListing",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"InventoryChangeModel.inventoryListing.id","InventoryChangeModel.inventoryListing.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
