"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"SupplyRequestStatusModel","SupplyRequestStatusModel","","","",0,*,"","","","null {[]} {[]}
","A request for supply of one or more healthcare products","This is the logical model for the Supply Request Status","","","","","","","","","",,,,,"",,,,"Element",0,*,"","","n/a"
"SupplyRequestStatusModel.id","SupplyRequestStatusModel.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"SupplyRequestStatusModel.extension","SupplyRequestStatusModel.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"SupplyRequestStatusModel.identifier","SupplyRequestStatusModel.identifier","","","",0,1,"","","","Identifier {[]} {[]}
","identifier","identifier","","","","","","","","","",,,,,"",,,,"SupplyRequestStatusModel.identifier",0,1,"",""
"SupplyRequestStatusModel.status","SupplyRequestStatusModel.status","","","",1,1,"","","","code {[]} {[]}
","code","code","","","","","","","","","",,,,,"",,,,"SupplyRequestStatusModel.status",1,1,"",""
"SupplyRequestStatusModel.type","SupplyRequestStatusModel.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","type of request - e.g. type of distribution, priority, etc.","type of request - e.g. type of distribution, priority, etc.","","","","","","","","","",,,,,"",,,,"SupplyRequestStatusModel.type",0,1,"",""
"SupplyRequestStatusModel.dateTime","SupplyRequestStatusModel.dateTime","","","",0,1,"","","","dateTime {[]} {[]}
","date time","date time","","","","","","","","","",,,,,"",,,,"SupplyRequestStatusModel.dateTime",0,1,"",""
"SupplyRequestStatusModel.requester","SupplyRequestStatusModel.requester","","","",0,1,"","","","Reference {[]} {[]}
","requester","requester","","","","","","","","","",,,,,"",,,,"SupplyRequestStatusModel.requester",0,1,"",""
"SupplyRequestStatusModel.filler","SupplyRequestStatusModel.filler","","","",0,1,"","","","Reference {[]} {[]}
","performer","performer","","","","","","","","","",,,,,"",,,,"SupplyRequestStatusModel.filler",0,1,"",""
"SupplyRequestStatusModel.item","SupplyRequestStatusModel.item","","","",1,*,"","","","BackboneElement {[]} {[]}
","item","item","","","","","","","","","",,,,,"",,,,"SupplyRequestStatusModel.item",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SupplyRequestStatusModel.item.id","SupplyRequestStatusModel.item.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
